@RELATION all-data-pacman


   @ATTRIBUTE PosX NUMERIC
   @ATTRIBUTE PosY NUMERIC
   @ATTRIBUTE LastDirection {East, West, North, South, Stop}
   @ATTRIBUTE Ghost1X NUMERIC
   @ATTRIBUTE Ghost1Y NUMERIC
   @ATTRIBUTE Ghost2X NUMERIC
   @ATTRIBUTE Ghost2Y NUMERIC
   @ATTRIBUTE Ghost3X NUMERIC
   @ATTRIBUTE Ghost3Y NUMERIC
   @ATTRIBUTE Ghost4X NUMERIC
   @ATTRIBUTE Ghost4Y NUMERIC
   @ATTRIBUTE CloseGhostDist NUMERIC
   @ATTRIBUTE Score NUMERIC
   @ATTRIBUTE Direction {East, West, North, South, Stop}

   @data
11, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 6, 10, 389
10, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 5, 11, 388
9, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 4, 12, 387
8, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 3, 13, 386
7, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 2, 14, 385
6, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 1, 15, 384
5, 6, West, 1, 1, 5, 12, 5, 1, 7,1, 6, 16, 583
5, 7, North, 1, 1, 5, 12, 5, 1, 7,1, 5, 15, 582
5, 8, North, 1, 1, 5, 12, 5, 1, 7,1, 4, 14, 581
5, 9, North, 1, 1, 5, 12, 5, 1, 7,1, 3, 13, 580
6, 9, East, 1, 1, 5, 12, 5, 1, 7,1, 4, 12, 579
6, 10, North, 1, 1, 5, 12, 5, 1, 7,1, 3, 13, 578
6, 11, North, 1, 1, 5, 12, 5, 1, 7,1, 2, 14, 577
6, 12, North, 1, 1, 5, 12, 5, 1, 7,1, 1, 15, 576
@RELATION all-data-pacman


   @ATTRIBUTE PosX NUMERIC
   @ATTRIBUTE PosY NUMERIC
   @ATTRIBUTE LastDirection {East, West, North, South, Stop}
   @ATTRIBUTE Ghost1X NUMERIC
   @ATTRIBUTE Ghost1Y NUMERIC
   @ATTRIBUTE Ghost2X NUMERIC
   @ATTRIBUTE Ghost2Y NUMERIC
   @ATTRIBUTE Ghost3X NUMERIC
   @ATTRIBUTE Ghost3Y NUMERIC
   @ATTRIBUTE Ghost4X NUMERIC
   @ATTRIBUTE Ghost4Y NUMERIC
   @ATTRIBUTE CloseGhostDist NUMERIC
   @ATTRIBUTE Score NUMERIC
   @ATTRIBUTE Direction {East, West, North, South, Stop}

   @data
12, 10, Stop, 5, 6, 5, 12, 13, 6, 13,12, 3, 7, 0
12, 11, North, 5, 6, 5, 12, 13, 6, 13,12, 2, 8, -1
12, 12, North, 5, 6, 5, 12, 13, 6, 13,12, 1, 9, -2
13, 12, East, 5, 6, 5, 12, 13, 6, 7,1, 6, 8, 197
13, 11, South, 5, 6, 5, 12, 13, 6, 7,1, 5, 7, 196
13, 10, South, 5, 6, 5, 12, 13, 6, 7,1, 4, 6, 195
13, 9, South, 5, 6, 5, 12, 13, 6, 7,1, 3, 5, 194
13, 8, South, 5, 6, 5, 12, 13, 6, 7,1, 2, 6, 193
13, 7, South, 5, 6, 5, 12, 13, 6, 7,1, 1, 7, 192
13, 6, South, 5, 6, 5, 12, 5, 1, 7,1, 8, 8, 391
12, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 7, 9, 390
11, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 6, 10, 389
10, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 5, 11, 388
9, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 4, 12, 387
8, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 3, 13, 386
7, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 2, 14, 385
6, 6, West, 5, 6, 5, 12, 5, 1, 7,1, 1, 15, 384
5, 6, West, 1, 1, 5, 12, 5, 1, 7,1, 6, 16, 583
5, 7, North, 1, 1, 5, 12, 5, 1, 7,1, 5, 15, 582
5, 8, North, 1, 1, 5, 12, 5, 1, 7,1, 4, 14, 581
5, 9, North, 1, 1, 5, 12, 5, 1, 7,1, 3, 13, 580
6, 9, East, 1, 1, 5, 12, 5, 1, 7,1, 4, 12, 579
6, 10, North, 1, 1, 5, 12, 5, 1, 7,1, 3, 13, 578
6, 11, North, 1, 1, 5, 12, 5, 1, 7,1, 2, 14, 577
6, 12, North, 1, 1, 5, 12, 5, 1, 7,1, 1, 15, 576
